lab,compound,sample_type,RT,sample,peak_area,note,c_real_M
L16,Dichlorvos,cal,11.72,cal3,10554028.66,linear,4.38E-07
L16,Dichlorvos,cal,11.72,cal4,5964310.91,linear,2.72E-07
L16,Dichlorvos,cal,11.72,cal5,1989160.329,linear,8.53E-08
L16,Dichlorvos,cal,11.72,cal6,199476.9289,linear,7.13E-09
L16,Dimethyl_phthalate,cal,12.21,cal1,75143178.67,non-linear,2.31E-06
L16,Dimethyl_phthalate,cal,12.21,cal2,35622575.96,linear,9.63E-07
L16,Dimethyl_phthalate,cal,12.21,cal3,17055909.83,linear,5.04E-07
L16,Dimethyl_phthalate,cal,12.21,cal4,10856329.08,linear,3.09E-07
L16,Dimethyl_phthalate,cal,12.21,cal5,3264138.656,linear,8.73E-08
L16,Dimethyl_phthalate,cal,12.21,cal6,399173.8344,linear,1.00E-08
L16,Dimethyl_phthalate_H,cal,12.22,cal1,23265299.65,linear,2.31E-06
L16,Dimethyl_phthalate_H,cal,12.22,cal2,11126357.77,linear,9.63E-07
L16,Dimethyl_phthalate_H,cal,12.22,cal3,5215771.886,linear,5.04E-07
L16,Dimethyl_phthalate_H,cal,12.22,cal4,3353189.804,linear,3.09E-07
L16,Dimethyl_phthalate_H,cal,12.22,cal5,957608.5198,linear,8.73E-08
L16,Dimethyl_phthalate_H,cal,12.22,cal6,111379.7172,linear,1.00E-08
L16,Diphenyl_phthalate,cal,16.48,cal1,6472616.991,non-linear,1.34E-06
L16,Diphenyl_phthalate,cal,16.48,cal2,5360728.016,linear,6.44E-07
L16,Diphenyl_phthalate,cal,16.48,cal3,2596901.443,linear,3.82E-07
L16,Diphenyl_phthalate,cal,16.48,cal4,1842111.278,linear,2.07E-07
L16,Diphenyl_phthalate,cal,16.48,cal5,550035.8828,linear,7.88E-08
L16,Diphenyl_phthalate,cal,16.48,cal6,81380.316,linear,1.07E-08
L16,Diphenyl_phthalate_H,cal,16.48,cal1,4180752.665,non-linear,1.34E-06
L16,Diphenyl_phthalate_H,cal,16.48,cal2,3475163.257,linear,6.44E-07
L16,Diphenyl_phthalate_H,cal,16.48,cal3,1687991.939,linear,3.82E-07
L16,Diphenyl_phthalate_H,cal,16.48,cal4,1230881.401,linear,2.07E-07
L16,Diphenyl_phthalate_H,cal,16.48,cal5,374718.1696,linear,7.88E-08
L16,Diphenyl_phthalate_H,cal,16.48,cal6,54960.38351,linear,1.07E-08
L16,Efavirenz,cal,15.53,cal1,15598121.15,linear,1.33E-06
L16,Efavirenz,cal,15.53,cal2,8016086.569,linear,5.86E-07
L16,Efavirenz,cal,15.53,cal3,3528020.228,linear,3.13E-07
L16,Efavirenz,cal,15.53,cal4,2354176.004,linear,1.67E-07
L16,Efavirenz,cal,15.53,cal5,675302.2232,linear,7.13E-08
L16,Efavirenz,cal,15.53,cal6,96315.90348,linear,8.49E-09
L16,Emamectin_B1a,cal,14.34,cal1,32044046.93,non-linear,2.04E-07
L16,Emamectin_B1a,cal,14.34,cal2,4906434.419,non-linear,9.73E-08
L16,Emamectin_B1a,cal,14.34,cal3,3777300.289,non-linear,4.87E-08
L16,Emamectin_B1a,cal,14.34,cal4,298286.7658,non-linear,2.35E-08
L16,Emamectin_B1a,cal,14.34,cal5,126263.3856,non-linear,7.05E-09
L16,Guanylurea,cal,1.58,cal1,91853235.1,non-linear,1.25E-06
L16,Guanylurea,cal,1.58,cal2,48441054.79,non-linear,5.45E-07
L16,Guanylurea,cal,1.58,cal3,24408055.61,non-linear,3.20E-07
L16,Guanylurea,cal,1.58,cal4,17952379.2,non-linear,1.82E-07
L16,Guanylurea,cal,1.58,cal5,5166048.052,non-linear,4.72E-08
L16,Guanylurea,cal,1.58,cal6,785748.4549,non-linear,2.35E-09
L16,Haloperidol,cal,10.49,cal1,256322794.4,non-linear,5.96E-07
L16,Haloperidol,cal,10.49,cal2,151308184.4,non-linear,2.90E-07
L16,Haloperidol,cal,10.49,cal3,80565665.82,non-linear,1.49E-07
L16,Haloperidol,cal,10.49,cal4,55975565.84,linear,8.94E-08
L16,Haloperidol,cal,10.49,cal5,18390798,linear,2.62E-08
L16,Haloperidol,cal,10.49,cal6,2332999.222,linear,2.20E-09
L16,Histamine,cal,1.3,cal1,2063167.687,non-linear,5.59E-06
L16,Histamine,cal,1.3,cal2,445675.8063,non-linear,1.40E-06
L16,Histamine,cal,1.3,cal3,722218.715,non-linear,4.09E-07
L16,Histamine,cal,1.3,cal4,100787.4677,non-linear,2.93E-07
L16,Histamine,cal,1.3,cal5,32805.34453,non-linear,5.92E-08
L16,Imazalil,cal,10.88,cal1,520193119.2,non-linear,8.73E-07
L16,Imazalil,cal,10.88,cal2,316485601.1,non-linear,4.20E-07
L16,Imazalil,cal,10.88,cal3,148840515.5,non-linear,2.19E-07
L16,Imazalil,cal,10.88,cal4,105367884.5,linear,1.26E-07
L16,Imazalil,cal,10.88,cal5,31583017.68,linear,3.93E-08
L16,Imazalil,cal,10.88,cal6,4099288.567,linear,3.32E-09
L16,L-alanine,cal,1.59,cal1,35299809.06,non-linear,6.07E-06
L16,L-alanine,cal,1.59,cal2,16830741.13,non-linear,2.26E-06
L16,L-alanine,cal,1.59,cal3,7750255.499,non-linear,1.07E-06
L16,L-alanine,cal,1.59,cal4,5082509.661,non-linear,6.25E-07
L16,L-alanine,cal,1.59,cal5,1544811.586,non-linear,1.93E-07
L16,L-alanine,cal,1.59,cal6,254017.0933,non-linear,1.82E-08
L16,L-phenylalanine,cal,5.31,cal1,135210169.9,non-linear,3.10E-06
L16,L-phenylalanine,cal,5.31,cal2,62721059.33,linear,1.23E-06
L16,L-phenylalanine,cal,5.31,cal3,28954007.54,linear,6.09E-07
L16,L-phenylalanine,cal,5.31,cal4,18489218.64,linear,3.58E-07
L16,L-phenylalanine,cal,5.31,cal5,5520069.523,linear,1.21E-07
L16,L-phenylalanine,cal,5.31,cal6,700269.3211,linear,1.38E-08
L16,Methamidophos,cal,4.1,cal1,344850988.3,non-linear,2.23E-06
L16,Methamidophos,cal,4.1,cal2,181216780.2,non-linear,9.91E-07
L16,Methamidophos,cal,4.1,cal3,94003517.23,non-linear,4.84E-07
L16,Methamidophos,cal,4.1,cal4,62420729.65,linear,2.92E-07
L16,Methamidophos,cal,4.1,cal5,19878716.55,linear,8.52E-08
L16,Methamidophos,cal,4.1,cal6,2510776.304,linear,6.39E-09
L16,Metolachlor,cal,15.87,cal1,677365601.7,non-linear,1.45E-06
L16,Metolachlor,cal,15.87,cal2,393704194.3,non-linear,6.75E-07
L16,Metolachlor,cal,15.87,cal3,211477286.9,non-linear,3.62E-07
L16,Metolachlor,cal,15.87,cal4,149212314,linear,2.26E-07
L16,Metolachlor,cal,15.87,cal5,50710083.85,linear,7.26E-08
L16,Metolachlor,cal,15.87,cal6,7052959.13,linear,7.23E-09
L16,Progesterone,cal,16.27,cal1,76757766.95,linear,1.24E-06
L16,Progesterone,cal,16.27,cal2,43588705.91,linear,6.17E-07
L16,Progesterone,cal,16.27,cal3,20306438.84,linear,3.29E-07
L16,Progesterone,cal,16.27,cal4,14235459.54,linear,2.00E-07
L16,Progesterone,cal,16.27,cal5,4388726.686,linear,7.24E-08
L16,Progesterone,cal,16.27,cal6,585569.0899,linear,8.65E-09
L16,Rifaximin,cal,14.58,cal1,27239581.56,non-linear,4.90E-07
L16,Rifaximin,cal,14.58,cal2,10071499.51,non-linear,1.91E-07
L16,Rifaximin,cal,14.58,cal3,2272076.938,non-linear,8.71E-08
L16,Rifaximin,cal,14.58,cal4,1629327.389,non-linear,4.48E-08
L16,Rifaximin,cal,14.58,cal5,229526.8273,non-linear,1.61E-08
L16,Rifaximin,cal,14.58,cal6,36551.32188,non-linear,2.69E-09
L16,Simazine,cal,11.62,cal1,572483885.7,non-linear,2.29E-06
L16,Simazine,cal,11.62,cal2,301087483.8,non-linear,9.66E-07
L16,Simazine,cal,11.62,cal3,154150372.4,non-linear,4.95E-07
L16,Simazine,cal,11.62,cal4,104708257.5,linear,3.01E-07
L16,Simazine,cal,11.62,cal5,35060268.97,linear,9.47E-08
L16,Simazine,cal,11.62,cal6,5069371.683,linear,9.45E-09
L16,Spinosad_A,cal,13.37,cal1,62321589.54,non-linear,2.15E-07
L16,Spinosad_A,cal,13.37,cal2,23103652.97,non-linear,1.07E-07
L16,Spinosad_A,cal,13.37,cal3,10172759.93,non-linear,5.49E-08
L16,Spinosad_A,cal,13.37,cal4,1679407.65,non-linear,2.66E-08
L16,Spinosad_A,cal,13.37,cal5,416601.7704,non-linear,8.48E-09
L16,Sucralose_Na,cal,7.88,cal1,4688673.051,linear,2.37E-06
L16,Sucralose_Na,cal,7.88,cal2,2337944.47,linear,1.07E-06
L16,Sucralose_Na,cal,7.88,cal3,983586.0608,linear,4.81E-07
L16,Sucralose_Na,cal,7.88,cal4,522718.8344,linear,2.71E-07
L16,Sucralose_Na,cal,7.88,cal5,68638.4904,non-linear,9.62E-08
L16,TCMTB,cal,15.16,cal1,72290716.09,linear,1.73E-06
L16,TCMTB,cal,15.16,cal2,34817600.48,linear,7.08E-07
L16,TCMTB,cal,15.16,cal3,14581899.84,linear,3.96E-07
L16,TCMTB,cal,15.16,cal4,10009722.09,linear,2.49E-07
L16,TCMTB,cal,15.16,cal5,2769227.222,linear,7.96E-08
L16,TCMTB,cal,15.16,cal6,355527.4237,linear,7.64E-09
L16,Tetraethylammonium,cal,7.13,cal1,69536354.79,non-linear,1.13E-06
L16,Tetraethylammonium,cal,7.13,cal2,69994918.57,non-linear,6.22E-07
L16,Tetraethylammonium,cal,7.13,cal3,67926348.59,non-linear,3.59E-07
L16,Tetraethylammonium,cal,7.13,cal4,69357085.13,non-linear,2.41E-07
L16,Tetraethylammonium,cal,7.13,cal5,69285972.96,non-linear,9.90E-08
L16,Tetraethylammonium,cal,7.13,cal6,71293037.31,non-linear,1.76E-08
L16,Tetrahexylammonium,cal,15.43,cal1,768808844.4,linear,7.52E-07
L16,Tetrahexylammonium,cal,15.43,cal2,414361425.3,linear,3.93E-07
L16,Tetrahexylammonium,cal,15.43,cal3,150387471.3,linear,2.17E-07
L16,Tetrahexylammonium,cal,15.43,cal4,83612062.25,linear,1.13E-07
L16,Tetrahexylammonium,cal,15.43,cal5,12538227.15,non-linear,3.31E-08
L16,Tetrahexylammonium,cal,15.43,cal6,1013617.835,non-linear,3.02E-09
L16,Trichlorfon,cal,8.82,cal1,7627366.391,non-linear,1.76E-06
L16,Trichlorfon,cal,8.82,cal2,3626593.958,non-linear,7.54E-07
L16,Trichlorfon,cal,8.82,cal3,1145536.419,non-linear,3.95E-07
L16,Trichlorfon,cal,8.82,cal4,1676095.53,non-linear,2.39E-07
L16,Trichlorfon,cal,8.82,cal5,41243.28903,non-linear,7.80E-08
L16,Trichlorfon,cal,8.82,cal6,74496.83828,non-linear,7.29E-09
L16,Tylosin,cal,10.39,cal1,30309178,linear,4.20E-07
L16,Tylosin,cal,10.39,cal2,16348799.43,linear,1.90E-07
L16,Tylosin,cal,10.39,cal3,6127583.586,linear,1.01E-07
L16,Tylosin,cal,10.39,cal4,4669322.996,linear,5.77E-08
L16,Tylosin,cal,10.39,cal5,829573.2242,non-linear,1.93E-08
L16,Tylosin,cal,10.39,cal6,58205.46966,non-linear,1.96E-09
L16,Uracil,cal,2.33,cal1,9570005.86,linear,8.90E-06
L16,Uracil,cal,2.33,cal2,3798905.673,linear,3.61E-06
L16,Uracil,cal,2.33,cal3,1717697.003,linear,1.81E-06
L16,Uracil,cal,2.33,cal4,1045513.729,linear,1.09E-06
L16,Uracil,cal,2.33,cal5,313173.6852,linear,3.64E-07
L16,Uracil,cal,2.33,cal6,28403.45183,non-linear,9.12E-08
L16,Vancomycin_H2,cal,5.95,cal1,1810876.913,linear,2.71E-07
L16,Vancomycin_H2,cal,5.95,cal2,897696.1309,linear,1.22E-07
L16,Vancomycin_H2,cal,5.95,cal3,407276.8235,linear,6.19E-08
L16,Vancomycin_H2,cal,5.95,cal4,258002.787,linear,3.79E-08
L16,Vancomycin_H2,cal,5.95,cal5,72434.05988,linear,1.25E-08
L17,Amitrole,cal,7.3,cal1,34575,linear,6.25E-06
L17,Amitrole,cal,7.3,cal2,25385.86667,linear,2.58E-06
L17,Amitrole,cal,7.3,cal3,22788.9,linear,1.34E-06
L17,Avermectin_B1a_H,cal,16.9,cal1,553597,non-linear,1.35E-07
L17,Avermectin_B1a_H,cal,16.9,cal2,94977.4,non-linear,7.02E-08
L17,Avermectin_B1a_H,cal,16.9,cal3,87111.2,non-linear,4.78E-08
L17,Avermectin_B1a_H,cal,16.9,cal4,18919,non-linear,2.77E-08
L17,Avermectin_B1a_NH4,cal,16.9,cal1,553597,non-linear,1.35E-07
L17,Avermectin_B1a_NH4,cal,16.9,cal2,94977.4,non-linear,7.02E-08
L17,Avermectin_B1a_NH4,cal,16.9,cal3,87111.2,non-linear,4.78E-08
L17,Avermectin_B1a_NH4,cal,16.9,cal4,18919,non-linear,2.77E-08
L17,Caffeine,cal,7.2,cal1,646233.6667,non-linear,3.06E-06
L17,Caffeine,cal,7.2,cal2,457310.2333,non-linear,1.24E-06
L17,Caffeine,cal,7.2,cal3,260930.9667,linear,5.79E-07
L17,Caffeine,cal,7.2,cal4,130049.6667,linear,3.34E-07
L17,Carbamazepine,cal,6.4,cal1,54979.33333,non-linear,1.67E-06
L17,Carbamazepine,cal,6.4,cal2,37907.06667,non-linear,7.96E-07
L17,Carbamazepine,cal,6.4,cal4,35850,non-linear,2.59E-07
L17,Chlormequat,cal,0.7,cal1,1175416.667,non-linear,1.87E-06
L17,Chlormequat,cal,0.7,cal2,494097.6333,non-linear,1.11E-06
L17,Chlormequat,cal,0.7,cal3,334942.9667,non-linear,6.51E-07
L17,Chlormequat,cal,0.7,cal4,69170,non-linear,4.30E-07
L17,Chlorothiazide,cal,0.7,cal3,92176.06667,non-linear,3.46E-07
L17,Chlorothiazide,cal,0.7,cal4,204327.5,non-linear,1.99E-07
L17,Chlorothiazide,cal,0.7,cal5,151019.8,non-linear,6.90E-08
L17,Chlorothiazide,cal,0.7,cal6,218134,non-linear,9.18E-09
L17,Clarithromycin_H,cal,17.1,cal1,1892211,non-linear,5.08E-07
L17,Clarithromycin_H,cal,17.1,cal2,364879.9667,non-linear,2.50E-07
L17,Clarithromycin_H,cal,17.1,cal3,286573.5667,non-linear,1.34E-07
L17,Clarithromycin_H,cal,17.1,cal4,80709.33333,non-linear,7.98E-08
L17,Clarithromycin_Na,cal,17.1,cal1,1892211,non-linear,5.08E-07
L17,Clarithromycin_Na,cal,17.1,cal2,364879.9667,non-linear,2.50E-07
L17,Clarithromycin_Na,cal,17.1,cal3,286573.5667,non-linear,1.34E-07
L17,Clarithromycin_Na,cal,17.1,cal4,80709.33333,non-linear,7.98E-08
L17,Dichlorvos,cal,7.5,cal1,56689,non-linear,2.18E-06
L17,Dichlorvos,cal,7.5,cal2,47363.83333,non-linear,8.80E-07
L17,Dichlorvos,cal,7.5,cal3,40393.53333,non-linear,4.38E-07
L17,Dichlorvos,cal,7.5,cal4,18212,non-linear,2.72E-07
L17,Dichlorvos,cal,7.5,cal5,37333.73333,non-linear,8.53E-08
L17,Dimethyl_phthalate,cal,7.2,cal1,674087,non-linear,2.31E-06
L17,Dimethyl_phthalate,cal,7.2,cal2,475744.1333,linear,9.63E-07
L17,Dimethyl_phthalate,cal,7.2,cal3,276195.4667,linear,5.04E-07
L17,Dimethyl_phthalate,cal,7.2,cal4,134059.6667,linear,3.09E-07
L17,Dimethyl_phthalate,cal,7.2,cal5,60623.96667,linear,8.73E-08
L17,Dimethyl_phthalate_H,cal,7.2,cal1,674087,non-linear,2.31E-06
L17,Dimethyl_phthalate_H,cal,7.2,cal2,475744.1333,linear,9.63E-07
L17,Dimethyl_phthalate_H,cal,7.2,cal3,276195.4667,linear,5.04E-07
L17,Dimethyl_phthalate_H,cal,7.2,cal4,134059.6667,linear,3.09E-07
L17,Dimethyl_phthalate_H,cal,7.2,cal5,60623.96667,linear,8.73E-08
L17,Diphenyl_phthalate,cal,10.6,cal1,5126287,non-linear,1.34E-06
L17,Diphenyl_phthalate,cal,10.6,cal2,3794079.667,linear,6.44E-07
L17,Diphenyl_phthalate,cal,10.6,cal3,2782813.167,linear,3.82E-07
L17,Diphenyl_phthalate,cal,10.6,cal4,1164664.333,linear,2.07E-07
L17,Diphenyl_phthalate,cal,10.6,cal5,742028.7,linear,7.88E-08
L17,Diphenyl_phthalate,cal,10.6,cal6,43781.33333,linear,1.07E-08
L17,Diphenyl_phthalate_H,cal,10.6,cal1,5126287,non-linear,1.34E-06
L17,Diphenyl_phthalate_H,cal,10.6,cal2,3794079.667,linear,6.44E-07
L17,Diphenyl_phthalate_H,cal,10.6,cal3,2782813.167,linear,3.82E-07
L17,Diphenyl_phthalate_H,cal,10.6,cal4,1164664.333,linear,2.07E-07
L17,Diphenyl_phthalate_H,cal,10.6,cal5,742028.7,linear,7.88E-08
L17,Diphenyl_phthalate_H,cal,10.6,cal6,43781.33333,linear,1.07E-08
L17,Efavirenz,cal,10.4,cal1,363152.6667,non-linear,1.33E-06
L17,Efavirenz,cal,10.4,cal2,191386.2333,linear,5.86E-07
L17,Efavirenz,cal,10.4,cal3,129518.6667,linear,3.13E-07
L17,Efavirenz,cal,10.4,cal4,46407,linear,1.67E-07
L17,Efavirenz,cal,10.4,cal5,25463.9,linear,7.13E-08
L17,Emamectin_B1a,cal,16.9,cal1,31876.66667,non-linear,2.04E-07
L17,Guanylurea,cal,0.6,cal1,35513.33333,non-linear,1.25E-06
L17,Guanylurea,cal,0.6,cal2,22749.43333,non-linear,5.45E-07
L17,Histamine,cal,16.5,cal1,421227,non-linear,5.59E-06
L17,Histamine,cal,16.5,cal2,188146.2333,non-linear,1.40E-06
L17,Histamine,cal,16.5,cal3,116962.4333,non-linear,4.09E-07
L17,Histamine,cal,16.5,cal4,111073.3333,non-linear,2.93E-07
L17,Histamine,cal,16.5,cal5,170516.3667,non-linear,5.92E-08
L17,Histamine,cal,16.5,cal6,181939,non-linear,3.97E-09
L17,Imazalil,cal,6.3,cal1,22448.5,non-linear,8.73E-07
L17,Ivermectin_B1a_H,cal,16.9,cal1,100394,non-linear,9.60E-08
L17,Ivermectin_B1a_H,cal,16.9,cal2,21848.5,non-linear,5.01E-08
L17,Ivermectin_B1a_NH4,cal,16.9,cal1,100394,non-linear,9.60E-08
L17,Ivermectin_B1a_NH4,cal,16.9,cal2,21848.5,non-linear,5.01E-08
L17,L-alanine,cal,7.5,cal1,36953.66667,non-linear,6.07E-06
L17,L-alanine,cal,7.5,cal2,23266,non-linear,2.26E-06
L17,L-alanine,cal,7.5,cal3,27760,non-linear,1.07E-06
L17,L-phenylalanine,cal,6.9,cal1,431558,non-linear,3.10E-06
L17,L-phenylalanine,cal,6.9,cal2,538874.6667,non-linear,1.23E-06
L17,L-phenylalanine,cal,6.9,cal3,658587,non-linear,6.09E-07
L17,L-phenylalanine,cal,6.9,cal4,495742,non-linear,3.58E-07
L17,L-phenylalanine,cal,6.9,cal5,846327.9667,non-linear,1.21E-07
L17,L-phenylalanine,cal,6.9,cal6,476818,non-linear,1.38E-08
L17,Methamidophos,cal,7.2,cal1,32251.66667,non-linear,2.23E-06
L17,Methamidophos,cal,7.2,cal2,22415.2,non-linear,9.91E-07
L17,Metolachlor,cal,7.2,cal1,157292.6667,non-linear,1.45E-06
L17,Metolachlor,cal,7.2,cal2,69373,non-linear,6.75E-07
L17,Octocrylene,cal,NA,cal3,131453,non-linear,7.12E-07
L17,Octocrylene,cal,NA,cal4,133936.3333,non-linear,3.34E-07
L17,Octocrylene,cal,NA,cal5,134903.4667,non-linear,1.16E-07
L17,Octocrylene,cal,NA,cal6,143381.3333,non-linear,2.89E-08
L17,Progesterone,cal,NA,cal3,21110,non-linear,3.29E-07
L17,Rifaximin,cal,9.1,cal1,66733,non-linear,4.90E-07
L17,Saccharin,cal,6,cal1,78330.33333,non-linear,5.27E-06
L17,Saccharin,cal,6,cal2,53266.73333,non-linear,2.14E-06
L17,Saccharin,cal,6,cal3,42245.7,linear,1.07E-06
L17,Saccharin,cal,6,cal4,28925,linear,6.46E-07
L17,Spinosad_A,cal,16.8,cal1,47513.33333,non-linear,2.15E-07
L17,TCMTB,cal,7,cal1,493603.6667,non-linear,1.73E-06
L17,TCMTB,cal,7,cal2,316839.7667,linear,7.08E-07
L17,TCMTB,cal,7,cal3,122531.5333,linear,3.96E-07
L17,TCMTB,cal,7,cal4,113370.3333,linear,2.49E-07
L17,TCMTB,cal,7,cal5,28802.56667,linear,7.96E-08
L17,Uracil,cal,7.2,cal1,34021.33333,non-linear,8.90E-06
L17,Uracil,cal,7.2,cal3,40153.03333,non-linear,1.81E-06
L17,Uracil,cal,7.2,cal4,37461,non-linear,1.09E-06
L18,Aspartame,cal,2.84,cal1,621.5,non-linear,1.72E-06
L18,Aspartame,cal,2.84,cal2,72.8,non-linear,7.04E-07
L18,Aspartame,cal,2.84,cal3,70,non-linear,3.58E-07
L18,Aspartame,cal,2.84,cal4,22.3,non-linear,2.13E-07
L18,Aspartame,cal,2.84,cal5,24.2,non-linear,7.22E-08
L18,Atrazine,cal,6.81,cal1,57450,linear,1.93E-06
L18,Atrazine,cal,6.81,cal2,22350,linear,8.29E-07
L18,Atrazine,cal,6.81,cal3,10925,linear,4.24E-07
L18,Atrazine,cal,6.81,cal4,6260,linear,2.48E-07
L18,Atrazine,cal,6.81,cal5,2140,linear,8.51E-08
L18,Atrazine,cal,6.81,cal6,254.5,linear,8.73E-09
L18,Benzotriazole,cal,2.8,cal1,6070,linear,3.90E-06
L18,Benzotriazole,cal,2.8,cal2,2320,linear,1.65E-06
L18,Benzotriazole,cal,2.8,cal3,1200,linear,8.47E-07
L18,Benzotriazole,cal,2.8,cal4,659.5,linear,5.02E-07
L18,Benzotriazole,cal,2.8,cal5,236.5,linear,1.60E-07
L18,Benzotriazole,cal,2.8,cal6,36.2,non-linear,1.62E-08
L18,Butocarboxim_H,cal,6,cal1,294.5,non-linear,1.98E-06
L18,Butocarboxim_H,cal,6,cal2,153.5,non-linear,1.00E-06
L18,Butocarboxim_H,cal,6,cal3,94.9,linear,5.01E-07
L18,Butocarboxim_H,cal,6,cal4,60.35,linear,2.92E-07
L18,Butocarboxim_H,cal,6,cal5,22.1,linear,8.97E-08
L18,Caffeine,cal,2.16,cal1,3625,linear,3.06E-06
L18,Caffeine,cal,2.16,cal2,1405,linear,1.24E-06
L18,Caffeine,cal,2.16,cal3,729.5,linear,5.79E-07
L18,Caffeine,cal,2.16,cal4,403,linear,3.34E-07
L18,Caffeine,cal,2.16,cal5,147.5,linear,1.02E-07
L18,Carbamazepine,cal,6,cal1,27950,non-linear,1.67E-06
L18,Carbamazepine,cal,6,cal2,13700,non-linear,7.96E-07
L18,Carbamazepine,cal,6,cal3,7690,linear,4.20E-07
L18,Carbamazepine,cal,6,cal4,4575,linear,2.59E-07
L18,Carbamazepine,cal,6,cal5,1695,linear,9.22E-08
L18,Carbamazepine,cal,6,cal6,221,linear,7.64E-09
L18,Chlormequat,cal,0.86,cal1,5485,non-linear,1.87E-06
L18,Chlormequat,cal,0.86,cal2,1395,non-linear,1.11E-06
L18,Chlormequat,cal,0.86,cal3,711,non-linear,6.51E-07
L18,Chlormequat,cal,0.86,cal4,303,non-linear,4.30E-07
L18,Chlormequat,cal,0.86,cal5,127,non-linear,1.51E-07
L18,Clarithromycin_H,cal,6.42,cal1,1515,non-linear,5.08E-07
L18,Clarithromycin_H,cal,6.42,cal2,557,linear,2.50E-07
L18,Clarithromycin_H,cal,6.42,cal3,281,linear,1.34E-07
L18,Clarithromycin_H,cal,6.42,cal4,139.5,linear,7.98E-08
L18,Clarithromycin_H,cal,6.42,cal5,57.05,linear,2.48E-08
L18,Clarithromycin_H,cal,6.42,cal6,4.74,linear,2.79E-09
L18,Dichlorvos,cal,3.37,cal1,472,non-linear,2.18E-06
L18,Dichlorvos,cal,3.37,cal2,29.6,non-linear,8.80E-07
L18,Dichlorvos,cal,3.37,cal3,55.45,non-linear,4.38E-07
L18,Dichlorvos,cal,3.37,cal4,13.05,non-linear,2.72E-07
L18,Dichlorvos,cal,3.37,cal5,14.7,non-linear,8.53E-08
L18,Dimethyl_phthalate,cal,6.06,cal1,5305,linear,2.31E-06
L18,Dimethyl_phthalate,cal,6.06,cal2,2090,linear,9.63E-07
L18,Dimethyl_phthalate,cal,6.06,cal3,1117.5,linear,5.04E-07
L18,Dimethyl_phthalate,cal,6.06,cal4,573.5,linear,3.09E-07
L18,Dimethyl_phthalate,cal,6.06,cal5,220.5,linear,8.73E-08
L18,Dimethyl_phthalate,cal,6.06,cal6,38.1,non-linear,1.00E-08
L18,Diphenyl_phthalate,cal,11.3,cal1,727,non-linear,1.34E-06
L18,Diphenyl_phthalate,cal,11.3,cal2,299,linear,6.44E-07
L18,Diphenyl_phthalate,cal,11.3,cal3,138.05,linear,3.82E-07
L18,Diphenyl_phthalate,cal,11.3,cal4,84.35,linear,2.07E-07
L18,Diphenyl_phthalate,cal,11.3,cal5,25.9,linear,7.88E-08
L18,Efavirenz,cal,10.11,cal1,31.8,non-linear,1.33E-06
L18,Efavirenz,cal,10.11,cal2,14,non-linear,5.86E-07
L18,Efavirenz,cal,10.11,cal3,11.8,non-linear,3.13E-07
L18,Emamectin_B1a,cal,9.75,cal1,1120,non-linear,2.04E-07
L18,Emamectin_B1a,cal,9.75,cal2,272.5,non-linear,9.73E-08
L18,Emamectin_B1a,cal,9.75,cal3,94.85,non-linear,4.87E-08
L18,Emamectin_B1a,cal,9.75,cal4,78.8,non-linear,2.35E-08
L18,Emamectin_B1a,cal,9.75,cal5,10.97,non-linear,7.05E-09
L18,Guanylurea,cal,1.37,cal1,114.85,non-linear,1.25E-06
L18,Guanylurea,cal,1.37,cal2,36.6,non-linear,5.45E-07
L18,Guanylurea,cal,1.37,cal3,19.8,non-linear,3.20E-07
L18,Haloperidol,cal,5.5,cal1,12000,linear,5.96E-07
L18,Haloperidol,cal,5.5,cal2,4795,linear,2.90E-07
L18,Haloperidol,cal,5.5,cal3,2525,linear,1.49E-07
L18,Haloperidol,cal,5.5,cal4,1435,linear,8.94E-08
L18,Haloperidol,cal,5.5,cal5,477.5,non-linear,2.62E-08
L18,Haloperidol,cal,5.5,cal6,57.8,non-linear,2.20E-09
L18,Imazalil,cal,5.97,cal1,25050,linear,8.73E-07
L18,Imazalil,cal,5.97,cal2,9720,linear,4.20E-07
L18,Imazalil,cal,5.97,cal3,4530,linear,2.19E-07
L18,Imazalil,cal,5.97,cal4,2475,linear,1.26E-07
L18,Imazalil,cal,5.97,cal5,808.5,non-linear,3.93E-08
L18,Imazalil,cal,5.97,cal6,74.95,non-linear,3.32E-09
L18,L-phenylalanine,cal,1.37,cal1,227,non-linear,3.10E-06
L18,L-phenylalanine,cal,1.37,cal2,102.05,linear,1.23E-06
L18,L-phenylalanine,cal,1.37,cal3,49.45,linear,6.09E-07
L18,L-phenylalanine,cal,1.37,cal4,28.7,linear,3.58E-07
L18,Methamidophos,cal,1.27,cal1,1150,non-linear,2.23E-06
L18,Methamidophos,cal,1.27,cal2,443.5,non-linear,9.91E-07
L18,Metolachlor,cal,9.85,cal1,18100,non-linear,1.45E-06
L18,Metolachlor,cal,9.85,cal2,7585,linear,6.75E-07
L18,Metolachlor,cal,9.85,cal3,3855,linear,3.62E-07
L18,Metolachlor,cal,9.85,cal4,2140,linear,2.26E-07
L18,Metolachlor,cal,9.85,cal5,715.5,linear,7.26E-08
L18,Metolachlor,cal,9.85,cal6,79.95,linear,7.23E-09
L18,Nigericin_NH4,cal,17.46,cal1,623.5,non-linear,3.47E-07
L18,Nigericin_NH4,cal,17.46,cal2,242.5,linear,1.87E-07
